address,name,size_bytes,callers,callees
0x0083c2e4,FUN_0083c2e4,18,0,1
0x0083c2f8,FUN_0083c2f8,18,0,1
0x0083c30e,FUN_0083c30e,10,0,1
0x0083c318,FUN_0083c318,28,0,1
0x0083c338,FUN_0083c338,18,0,1
0x0083c350,FUN_0083c350,10,0,1
0x0083c35a,FUN_0083c35a,18,0,1
0x0083c36c,FUN_0083c36c,18,0,1
0x0083c382,FUN_0083c382,10,0,1
0x0083c38c,FUN_0083c38c,20,0,1
0x0083c3a0,FUN_0083c3a0,26,0,1
0x0083c3ba,FUN_0083c3ba,18,0,1
0x0083c3cc,FUN_0083c3cc,28,0,1
0x0083c3e8,FUN_0083c3e8,30,0,1
0x0083c406,FUN_0083c406,52,0,1
0x0083c43a,FUN_0083c43a,12,0,1
0x0083c446,FUN_0083c446,28,0,1
0x0083c462,FUN_0083c462,20,0,1
0x0083c476,FUN_0083c476,28,0,1
0x0083c492,FUN_0083c492,16,0,1
0x0083c4a6,FUN_0083c4a6,18,0,1
0x0083c4bc,FUN_0083c4bc,18,0,1
0x0083c4d2,FUN_0083c4d2,18,0,1
0x0083c4e4,FUN_0083c4e4,28,0,1
0x0083c500,FUN_0083c500,44,0,1
0x0083c530,FUN_0083c530,18,0,1
0x0083c558,FUN_0083c558,66,1,0
0x0083c59a,FUN_0083c59a,82,1,4
0x0083c5ec,FUN_0083c5ec,456,2,2
0x0083c7b4,FUN_0083c7b4,132,1,1
0x0083c864,FUN_0083c864,44,1,2
0x0083c8a4,FUN_0083c8a4,674,1,10
0x0083cb88,FUN_0083cb88,18,1,0
0x0083cba8,FUN_0083cba8,56,1,0
0x0083cbf0,FUN_0083cbf0,18,1,0
0x0083cc10,FUN_0083cc10,56,1,0
0x0083cc58,FUN_0083cc58,30,1,0
0x0083cc90,FUN_0083cc90,100,1,0
0x0083cd10,FUN_0083cd10,30,1,0
0x0083cd48,FUN_0083cd48,100,1,0
0x0083cdc8,FUN_0083cdc8,10,1,0
0x0083cdd8,FUN_0083cdd8,54,1,1
0x0083ce1c,FUN_0083ce1c,10,1,0
0x0083ce2c,FUN_0083ce2c,54,1,1
0x0083ce70,FUN_0083ce70,138,2,2
0x0083cefc,FUN_0083cefc,20,1,1
0x0083cf18,FUN_0083cf18,362,1,3
0x0083d08c,FUN_0083d08c,52,1,1
0x0083d0c0,FUN_0083d0c0,20,1,0
0x0083d0d8,FUN_0083d0d8,164,1,1
0x0083d184,FUN_0083d184,250,1,0
0x0083d284,FUN_0083d284,168,1,0
0x0083d330,FUN_0083d330,150,1,3
0x0083d3c8,FUN_0083d3c8,54,3,0
0x0083d400,FUN_0083d400,1026,1,0
0x0083d804,FUN_0083d804,36,1,2
0x0083d82c,FUN_0083d82c,50,2,2
0x0083d864,FUN_0083d864,44,2,0
0x0083d890,FUN_0083d890,34,2,0
0x0083d8b2,FUN_0083d8b2,82,1,2
0x0083d904,FUN_0083d904,90,1,2
0x0083d970,FUN_0083d970,84,1,1
0x0083d9c8,FUN_0083d9c8,306,1,2
0x0083db00,FUN_0083db00,44,3,0
0x0083db2c,FUN_0083db2c,4,1,1
0x0083db3c,FUN_0083db3c,154,1,0
0x0083dbdc,FUN_0083dbdc,24,3,0
0x0083dbf4,FUN_0083dbf4,12,1,1
0x0083dc00,FUN_0083dc00,12,1,1
0x0083dc0c,FUN_0083dc0c,28,1,1
0x0083dc28,FUN_0083dc28,22,1,0
0x0083dc3e,FUN_0083dc3e,28,61,0
0x0083dc5a,FUN_0083dc5a,460,62,0
0x0083de28,FUN_0083de28,120,2,0
0x0083dea4,FUN_0083dea4,290,3,0
0x0083dfc6,FUN_0083dfc6,470,3,0
0x0083e19c,FUN_0083e19c,26,8,2
0x0083e1b6,FUN_0083e1b6,22,4,2
0x0083e1cc,FUN_0083e1cc,28,1,2
0x0083e1fc,FUN_0083e1fc,1050,8,0
0x0083e62c,FUN_0083e62c,20,0,1
0x0083e644,FUN_0083e644,98,6,0
0x0083e6b0,FUN_0083e6b0,68,5,0
0x0083e73a,FUN_0083e73a,82,8,0
0x0083e74a,FUN_0083e74a,6,7,0
0x0083e750,FUN_0083e750,558,11,0
0x0083e998,FUN_0083e998,84,4,0
0x0083e9f8,FUN_0083e9f8,80,2,0
0x0083ea4c,FUN_0083ea4c,334,6,0
0x0083ebac,FUN_0083ebac,76,2,0
0x0083ebf8,FUN_0083ebf8,48,6,0
0x0083ec70,FUN_0083ec70,16,6,0
0x0083ec80,FUN_0083ec80,78,4,0
0x0083ec86,FUN_0083ec86,10,0,1
0x0083ec90,FUN_0083ec90,12,2,1
0x0083ec9c,FUN_0083ec9c,176,2,2
0x0083ed56,FUN_0083ed56,32,2,1
0x0083ed7c,FUN_0083ed7c,10,2,0
0x0083edbc,FUN_0083edbc,30,1,1
0x0083edc4,FUN_0083edc4,70,1,1
0x0083ee0a,FUN_0083ee0a,80,1,2
0x0083ee5a,FUN_0083ee5a,40,1,0
0x0083ee84,FUN_0083ee84,140,2,2
0x0083ef14,FUN_0083ef14,248,1,0
0x0083f014,FUN_0083f014,4,2,0
0x0083f01c,FUN_0083f01c,46,2,0
0x0083f04c,FUN_0083f04c,14,1,1
0x0083f060,FUN_0083f060,94,1,1
0x0083f0c0,FUN_0083f0c0,248,4,15
0x0083f1c4,FUN_0083f1c4,180,1,2
0x0083f278,FUN_0083f278,2532,1,20
0x0083fcbc,FUN_0083fcbc,38,1,0
0x0083fce8,FUN_0083fce8,28,1,0
0x0083fd08,FUN_0083fd08,14,1,0
0x0083fd1c,FUN_0083fd1c,84,1,2
0x0083fd78,FUN_0083fd78,216,1,2
0x0083fe54,FUN_0083fe54,14,1,0
0x0083fe68,FUN_0083fe68,12,1,0
0x0083fe78,FUN_0083fe78,16,1,3
0x0083fe88,FUN_0083fe88,24,1,0
0x0083fea8,FUN_0083fea8,550,1,14
0x008400e8,FUN_008400e8,40,3,0
0x00840110,FUN_00840110,48,2,2
0x00840148,FUN_00840148,22,1,0
0x00840164,FUN_00840164,132,1,1
0x008401e8,mac_update_handler,70,3,4
0x0084024c,FUN_0084024c,36,2,0
0x0084027c,switch_table_helper,26,21,0
0x00840296,FUN_00840296,172,1,2
0x00840344,FUN_00840344,16,1,1
0x00840358,FUN_00840358,10,1,1
0x00840362,FUN_00840362,16,1,1
0x00840374,FUN_00840374,40,1,2
0x008403a4,FUN_008403a4,32,2,2
0x008403f4,cfg_write_to_flash,174,1,8
0x008404c4,FUN_008404c4,14,1,0
0x008404d4,FUN_008404d4,154,2,5
0x00840578,FUN_00840578,122,2,4
0x00840628,FUN_00840628,58,1,3
0x00840674,cfg_add_item,384,1,7
0x0084085c,ota_header_check,198,2,3
0x00840968,FUN_00840968,20,2,0
0x0084097c,FUN_0084097c,4,2,0
0x00840980,FUN_00840980,22,1,0
0x00840996,FUN_00840996,26,2,0
0x008409b0,FUN_008409b0,44,2,0
0x008409dc,FUN_008409dc,12,3,1
0x008409ec,FUN_008409ec,10,1,1
0x008409fc,FUN_008409fc,70,2,3
0x00840a50,FUN_00840a50,10,1,1
0x00840a60,FUN_00840a60,56,1,2
0x00840a98,FUN_00840a98,22,1,1
0x00840ab8,FUN_00840ab8,34,1,1
0x00840ae4,FUN_00840ae4,152,1,7
0x00840b7c,FUN_00840b7c,16,1,1
0x00840b94,FUN_00840b94,24,2,2
0x00840bac,FUN_00840bac,14,4,2
0x00840bc0,FUN_00840bc0,40,2,0
0x00840be8,FUN_00840be8,30,1,1
0x00840c0c,FUN_00840c0c,24,2,0
0x00840c2c,FUN_00840c2c,22,2,0
0x00840c48,FUN_00840c48,790,1,13
0x00840f9c,FUN_00840f9c,86,1,1
0x00841000,FUN_00841000,20,1,0
0x00841018,FUN_00841018,8,1,0
0x00841024,FUN_00841024,92,1,0
0x00841090,FUN_00841090,8,1,0
0x0084109c,FUN_0084109c,654,1,5
0x00841348,FUN_00841348,88,1,0
0x008413b0,FUN_008413b0,530,1,1
0x008415d0,FUN_008415d0,18,1,0
0x008415e8,FUN_008415e8,120,1,0
0x00841670,FUN_00841670,602,1,1
0x008418e0,FUN_008418e0,62,1,0
0x0084192c,FUN_0084192c,10,1,1
0x0084193c,FUN_0084193c,22,1,0
0x00841958,FUN_00841958,48,1,0
0x0084198c,FUN_0084198c,8,1,0
0x0084199c,FUN_0084199c,696,1,1
0x00841c90,FUN_00841c90,46,1,0
0x00841cc8,FUN_00841cc8,14,1,0
0x00841cdc,FUN_00841cdc,64,1,0
0x00841d24,FUN_00841d24,84,1,0
0x00841d84,FUN_00841d84,10,1,0
0x00841d94,FUN_00841d94,2830,1,3
0x008428b0,FUN_008428b0,8,1,0
0x008428bc,FUN_008428bc,2154,1,10
0x00843160,FUN_00843160,66,1,2
0x008431ac,FUN_008431ac,78,1,0
0x00843200,FUN_00843200,8,1,0
0x0084320c,FUN_0084320c,358,1,1
0x00843378,FUN_00843378,68,1,0
0x008433c4,FUN_008433c4,8,1,0
0x008433d0,FUN_008433d0,38,1,1
0x008433f6,FUN_008433f6,56,1,0
0x0084342e,FUN_0084342e,138,1,1
0x008434b8,FUN_008434b8,120,1,2
0x00843538,FUN_00843538,318,1,4
0x00843690,FUN_00843690,386,1,5
0x00843820,FUN_00843820,44,3,0
0x00843850,FUN_00843850,34,2,0
0x0084387c,FUN_0084387c,86,1,0
0x008438dc,FUN_008438dc,204,1,3
0x008439b4,FUN_008439b4,10,1,0
0x008439c4,FUN_008439c4,10,2,0
0x008439d4,FUN_008439d4,10,2,0
0x008439e4,FUN_008439e4,12,3,0
0x008439f4,FUN_008439f4,10,1,0
0x00843a04,FUN_00843a04,16,1,0
0x00843a18,FUN_00843a18,36,1,3
0x00843a44,FUN_00843a44,508,1,11
0x00843c58,FUN_00843c58,20,2,0
0x00843c70,FUN_00843c70,24,2,1
0x00843c8c,FUN_00843c8c,122,3,1
0x00843d0c,FUN_00843d0c,24,1,1
0x00843d2c,FUN_00843d2c,8,1,0
0x00843d38,FUN_00843d38,24,1,0
0x00843d54,FUN_00843d54,132,1,1
0x00843ddc,FUN_00843ddc,22,2,1
0x00843df8,FUN_00843df8,52,1,1
0x00843e2c,FUN_00843e2c,86,1,4
0x00843e88,FUN_00843e88,6,1,0
0x00843e94,print_sdk_version,30,0,1
0x00843ee4,FUN_00843ee4,272,1,5
0x00843ff8,FUN_00843ff8,138,4,2
0x00844088,FUN_00844088,6,2,0
0x00844094,FUN_00844094,54,3,1
0x008440d8,FUN_008440d8,18,1,0
0x008440f0,FUN_008440f0,214,1,10
0x008441d8,FUN_008441d8,316,1,7
0x00844320,FUN_00844320,402,1,9
0x008444c0,FUN_008444c0,526,1,8
0x008446e0,FUN_008446e0,22,4,1
0x008446fc,FUN_008446fc,44,2,1
0x0084472c,FUN_0084472c,284,1,4
0x0084484c,FUN_0084484c,50,3,1
0x00844884,FUN_00844884,38,2,2
0x008448b0,FUN_008448b0,20,1,0
0x008448c8,FUN_008448c8,20,1,0
0x008448e0,FUN_008448e0,90,1,1
0x00844940,FUN_00844940,34,2,0
0x0084496c,FUN_0084496c,380,3,5
0x00844af4,FUN_00844af4,134,2,3
0x00844b80,FUN_00844b80,66,1,2
0x00844bc8,FUN_00844bc8,4,1,0
0x00844bcc,FUN_00844bcc,94,1,1
0x00844c30,FUN_00844c30,100,2,1
0x00844c98,FUN_00844c98,12,4,0
0x00844ca4,FUN_00844ca4,116,1,0
0x00844d24,FUN_00844d24,172,7,0
0x00844dd4,FUN_00844dd4,18,0,1
0x00844de0,FUN_00844de0,186,0,0
0x0084518a,FUN_0084518a,2,0,0
0x008451d4,FUN_008451d4,52,0,0
0x0084520c,FUN_0084520c,44,0,0
0x008454b2,FUN_008454b2,4,0,0
0x00845dd6,FUN_00845dd6,2,0,0
0x00846c54,FUN_00846c54,72,0,0
0x00846c9c,FUN_00846c9c,72,0,0
0x00846ce4,FUN_00846ce4,64,0,0
0x00846d24,FUN_00846d24,64,0,0
0x00846d68,FUN_00846d68,166,1,0
0x00846e0e,FUN_00846e0e,138,1,0
0x00846e98,FUN_00846e98,192,0,6
0x00846f58,FUN_00846f58,232,0,6
0x00847040,FUN_00847040,130,1,0
0x008470c2,FUN_008470c2,74,1,0
0x0084710c,FUN_0084710c,80,1,0
0x00847194,FUN_00847194,112,1,0
0x00847204,FUN_00847204,112,1,0
0x00847274,FUN_00847274,114,1,0
0x008472e6,FUN_008472e6,114,1,0
0x00847358,FUN_00847358,128,1,0
0x008473d8,FUN_008473d8,86,1,0
0x0084742e,FUN_0084742e,112,1,0
0x008479cc,irq_default_handler_names,168,0,0
